turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
62,1999-00,18,50,140,368,University of Arkansas,302,732,45,132,12,23
70,2000-01,19,77,162,427,University of Arkansas,346,873,43,193,12,30
