salary,season,team
2098560,2008-09,New Jersey Nets
2225880,2009-10,New Jersey Nets
2413320,2010-11,New Jersey Nets
3076983,2011-12,New Jersey Nets
13668750,2012-13,Brooklyn Nets
14693906,2013-14,Brooklyn Nets
15719063,2014-15,Brooklyn Nets
20000000,2015-16,Brooklyn Nets
21165675,2016-17,Brooklyn Nets
