turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
43,1999-00,18,32,97,291,Creighton University,204,601,21,101,5,33
57,2000-01,19,63,148,468,Creighton University,315,941,56,186,14,32
63,2001-02,20,95,131,438,Creighton University,274,916,45,160,16,29
68,2002-03,21,104,183,604,Creighton University,391,1082,50,217,23,34
