salary,season,team
457588,2009-10,Portland Trail Blazers
762195,2010-11,Charlotte Bobcats
2000000,2011-12,Memphis Grizzlies
2090000,2012-13,Minnesota Timberwolves
2180000,2013-14,Minnesota Timberwolves
831942,2014-15,New Orleans Pelicans
3000000,2015-16,New Orleans Pelicans
2978250,2016-17,New Orleans Pelicans
