turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
36,2014-15,22,35,101,274,California Polytechnic State University, San Luis Obispo,236,642,31,113,14,24
62,2015-16,23,105,132,375,California Polytechnic State University, San Luis Obispo,286,840,37,190,14,30
