salary,season,team
1254720,2011-12,Denver Nuggets
1348800,2012-13,Denver Nuggets
1367640,2013-14,Denver Nuggets
2249768,2014-15,Denver Nuggets
11235955,2015-16,Denver Nuggets
12078652,2016-17,Denver Nuggets
