turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
34,2009-10,16,7,100,252,University of North Carolina,192,468,14,125,24,27
50,2010-11,17,23,211,583,University of North Carolina,384,1041,27,268,45,37
24,2011-12,18,15,68,168,University of Memphis,140,455,11,61,14,19
58,2012-13,19,69,155,421,University of Memphis,383,1056,24,161,25,36
