turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
29,1991-92,20,30,122,332,Temple University,279,764,57,122,19,29
55,1992-93,21,56,212,543,Temple University,463,1169,70,225,42,32
53,1993-94,22,58,231,595,Temple University,491,1184,70,210,46,31
