off_rb,assist,effective_field_goal,turn_over,season,age,team,field_goal,points,field_goal_total,minutes_played,position,def_rb,stats_type,steal,block,game_played
1,0,1.000,0,2015-16,24,IND,2,4,2,6,PF,0,regular,0,0,1
26,4,.442,8,2016-17,25,IND,19,59,43,219,PF,30,regular,3,6,29
