salary,season,team
457888,2009-10,New Orleans Hornets
762195,2010-11,Sacramento Kings
7000000,2011-12,Sacramento Kings
7525000,2012-13,Sacramento Kings
8050000,2013-14,Sacramento Kings
8575000,2014-15,Phoenix Suns
1186000,2015-16,Houston Rockets
251107,2015-16,Washington Wizards
1315448,2016-17,Brooklyn Nets
