turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
,1997-98,18,10,100,281,Duke University,169,,32,154,27,21
67,1998-99,19,41,255,691,Duke University,411,1141,49,382,86,39
