turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
18,1995-96,18,3,13,37,University of Kentucky,29,88,4,24,8,16
59,1996-97,19,12,132,309,University of Kentucky,259,617,33,226,52,39
,1997-98,20,28,190,468,University of Kentucky,318,,36,282,75,39
