turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
,2003-04,19,73,168,411,University of Utah,291,1002,14,326,44,33
,2004-05,20,82,281,715,University of Utah,453,1224,34,427,65,35
