salary,season,team
8219008,2007-08,Indiana Pacers
9000000,2008-09,Indiana Pacers
9780992,2009-10,Indiana Pacers
10561984,2010-11,Indiana Pacers
3750000,2011-12,Milwaukee Bucks
3750000,2012-13,Milwaukee Bucks
3183000,2013-14,Chicago Bulls
3326235,2014-15,Chicago Bulls
4500000,2015-16,Chicago Bulls
4837500,2016-17,Atlanta Hawks
