turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
,2006-07,19,3,30,78,University of North Carolina,60,242,1,84,12,38
35,2007-08,20,7,69,159,University of North Carolina,128,536,6,168,33,37
49,2009-10,22,8,96,236,University of Southern California,202,723,4,201,44,28
52,2010-11,23,6,137,333,University of Southern California,248,1118,13,313,39,34
