turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
56,1994-95,18,17,143,353,University of Kansas,268,732,9,231,20,31
62,1995-96,19,14,189,454,University of Kansas,348,917,29,278,27,34
64,1996-97,20,25,261,666,University of Kansas,447,1041,33,335,46,36
,1997-98,21,30,232,593,University of Kansas,423,,27,342,45,30
