off_rb,assist,effective_field_goal,turn_over,season,age,team,field_goal,points,field_goal_total,minutes_played,position,def_rb,stats_type,steal,block,game_played
6,19,.311,10,2010-11,22,DAL,14,42,45,135,SG,19,regular,5,3,18
9,42,.404,28,2011-12,23,DAL,29,88,73,268,SG,35,regular,10,5,33
18,83,.372,38,2012-13,24,DAL,40,116,109,338,PG,27,regular,14,2,29
