salary,season,team
1700000,2008-09,Phoenix Suns
1836000,2009-10,Phoenix Suns
1972000,2010-11,Houston Rockets
2108000,2011-12,Houston Rockets
7500000,2012-13,Phoenix Suns
7500000,2013-14,Phoenix Suns
7500000,2014-15,Miami Heat
14780000,2015-16,Miami Heat
15890000,2016-17,Miami Heat
