turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
,2006-07,19,2,57,134,University of Florida,85,189,8,86,15,33
62,2007-08,20,34,216,522,University of Florida,346,874,15,290,49,36
