turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
59,1994-95,18,77,91,277,University of Houston,262,781,25,92,0,27
85,1995-96,19,105,115,321,University of Houston,266,857,39,111,1,27
117,1996-97,20,132,159,443,University of Houston,341,968,38,120,3,27
