salary,season,team
4314960,2008-09,Miami Heat
4638600,2009-10,Miami Heat
4962240,2010-11,Minnesota Timberwolves
6262347,2011-12,Minnesota Timberwolves
5750000,2012-13,Phoenix Suns
4666667,2013-14,Phoenix Suns
1027424,2013-14,Miami Heat
777778,2014-15,Phoenix Suns
330226,2014-15,Miami Heat
306527,2015-16,Houston Rockets
1403611,2016-17,Milwaukee Bucks
777777,2016-17,Phoenix Suns
