salary,season,team
328444,2011-12,New Orleans Hornets
762195,2012-13,New Orleans Hornets
884293,2013-14,New Orleans Pelicans
403784,2014-15,New York Knicks
1650000,2015-16,New York Knicks
6191000,2016-17,New York Knicks
