salary,season,team
4054160,2009-10,Oklahoma City Thunder
4304520,2010-11,Oklahoma City Thunder
4604760,2011-12,Oklahoma City Thunder
5820417,2012-13,Houston Rockets
13701250,2013-14,Houston Rockets
14728844,2014-15,Houston Rockets
15756438,2015-16,Houston Rockets
26540100,2016-17,Houston Rockets
