turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
24,2010-11,19,33,102,273,University of Washington,230,593,19,96,12,34
70,2011-12,20,49,215,574,University of Washington,470,1088,44,225,33,35
