turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
49,2007-08,19,45,70,202,Duke University,150,,18,52,5,34
55,2008-09,20,58,98,285,Duke University,230,,32,74,2,34
70,2009-10,21,114,240,662,Duke University,543,1349,47,106,9,38
118,2010-11,22,189,260,764,Duke University,568,1259,45,166,3,37
