turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
80,1994-95,18,84,177,474,Ball State University,380,887,84,183,18,30
106,1995-96,19,80,269,712,Ball State University,544,910,87,246,34,28
124,1996-97,20,127,229,637,Ball State University,492,900,73,230,20,29
,1997-98,21,95,238,662,Ball State University,486,,103,184,20,29
