salary,season,team
2440000,2007-08,Orlando Magic
2565000,2008-09,Milwaukee Bucks
1033342,2009-10,San Antonio Spurs
1600000,2010-11,Chicago Bulls
848266,2011-12,New Jersey Nets
1229225,2012-13,Brooklyn Nets
5058198,2013-14,Boston Celtics
