Season,Lg,Team,W,L,W/L%,Finish,SRS,Pace,Rel_Pace,ORtg,Rel_ORtg,DRtg,Rel_DRtg,Playoffs,Coaches,Top WS,
2016-17,NBA,Brooklyn Nets,20,62,.244,5,-6.74,101.3,4.9,104.1,-4.7,110.7,1.9,,K. Atkinson (20-62),B. Lopez (4.9),
2015-16,NBA,Brooklyn Nets,21,61,.256,4,-7.12,95.2,-0.6,103.2,-3.2,110.9,4.5,,L. Hollins (10-27), T. Brown (11-34),B. Lopez (6.2),
2014-15,NBA,Brooklyn Nets,38,44,.463,3,-3.13,92.7,-1.2,104.4,-1.2,107.4,1.8,Lost E. Conf. 1st Rnd.,L. Hollins (38-44),B. Lopez (7.0),
2013-14,NBA,Brooklyn Nets,44,38,.537,2,-1.58,91.4,-2.5,106.7,0.0,107.7,1.0,Lost E. Conf. Semis,J. Kidd (44-38),D. Williams (5.4),
2012-13,NBA,Brooklyn Nets,49,33,.598,2,1.25,88.8,-3.2,108.2,2.3,106.2,0.3,Lost E. Conf. 1st Rnd.,A. Johnson (14-14), P. Carlesimo (35-19),D. Williams (10.9),
