Season,Lg,Team,W,L,W/L%,Finish,SRS,Pace,Rel_Pace,ORtg,Rel_ORtg,DRtg,Rel_DRtg,Playoffs,Coaches,Top WS,
2013-14,NBA,Charlotte Bobcats,43,39,.524,3,-0.89,92.4,-1.5,103.6,-3.1,103.8,-2.9,Lost E. Conf. 1st Rnd.,S. Clifford (43-39),A. Jefferson (7.8),
2012-13,NBA,Charlotte Bobcats,21,61,.256,4,-9.29,91.5,-0.5,101.5,-4.4,111.5,5.6,,M. Dunlap (21-61),K. Walker (4.8),
2011-12,NBA,Charlotte Bobcats,7,59,.106,5,-13.96,91.1,-0.2,95.2,-9.4,110.4,5.8,,P. Silas (7-59),D. Brown (2.3),
2010-11,NBA,Charlotte Bobcats,34,48,.415,4,-4.08,89.6,-2.5,103.4,-3.9,107.8,0.5,,L. Brown (9-19), P. Silas (25-29),D. Augustin (6.2),
2009-10,NBA,Charlotte Bobcats,44,38,.537,4,1.30,90.4,-2.3,104.4,-3.2,102.8,-4.8,Lost E. Conf. 1st Rnd.,L. Brown (44-38),G. Wallace (11.5),
2008-09,NBA,Charlotte Bobcats,35,47,.427,4,-1.20,88.3,-3.4,104.7,-3.6,106.1,-2.2,,L. Brown (35-47),G. Wallace (9.5),
2007-08,NBA,Charlotte Bobcats,32,50,.390,4,-4.49,91.8,-0.6,104.6,-2.9,109.4,1.9,,S. Vincent (32-50),J. Richardson (7.4),
