Season,Lg,Team,W,L,W/L%,Finish,SRS,Pace,Rel_Pace,ORtg,Rel_ORtg,DRtg,Rel_DRtg,Playoffs,Coaches,Top WS,
2016-17,NBA,Charlotte Hornets,36,46,.439,4,-0.07,95.7,-0.7,108.8,0.0,108.6,-0.2,,S. Clifford (36-46),K. Walker (8.1),
2015-16,NBA,Charlotte Hornets,48,34,.585,3,2.36,95.7,-0.1,107.1,0.7,104.3,-2.1,Lost E. Conf. 1st Rnd.,S. Clifford (48-34),K. Walker (9.9),
2014-15,NBA,Charlotte Hornets,33,49,.402,4,-3.44,93.0,-0.9,100.1,-5.5,103.5,-2.1,,S. Clifford (33-49),A. Jefferson (4.7),
