Season,Lg,Team,W,L,W/L%,Finish,SRS,Pace,Rel_Pace,ORtg,Rel_ORtg,DRtg,Rel_DRtg,Playoffs,Coaches,Top WS,
2016-17,NBA,New Orleans Pelicans,34,48,.415,4,-1.69,98.0,1.6,105.2,-3.6,107.4,-1.4,,A. Gentry (34-48),A. Davis (11.0),
2015-16,NBA,New Orleans Pelicans,30,52,.366,5,-3.56,96.8,1.0,105.6,-0.8,109.5,3.1,,A. Gentry (30-52),A. Davis (7.2),
2014-15,NBA,New Orleans Pelicans,45,37,.549,5,1.13,91.4,-2.5,108.2,2.6,107.3,1.7,Lost W. Conf. 1st Rnd.,M. Williams (45-37),A. Davis (14.0),
2013-14,NBA,New Orleans Pelicans,34,48,.415,5,-1.98,92.2,-1.7,107.2,0.5,110.1,3.4,,M. Williams (34-48),A. Davis (10.4),
