turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
15,1994-95,19,5,22,57,University of California,43,177,5,14,12,19
7,1995-96,20,3,6,13,University of California,22,92,1,24,5,12
43,1996-97,21,20,90,231,University of California,173,513,15,143,30,29
,1997-98,22,19,96,256,University of California,201,,27,197,24,26
