salary,season,team
2134067,2007-08,Denver Nuggets
4985001,2008-09,Denver Nuggets
5508426,2009-10,Denver Nuggets
6757851,2010-11,Denver Nuggets
2382353,2011-12,New York Knicks
2806452,2012-13,New York Knicks
5565000,2013-14,New York Knicks
6516000,2014-15,Cleveland Cavaliers
5000000,2015-16,Cleveland Cavaliers
12800000,2016-17,Cleveland Cavaliers
