salary,season,team
1465400,2008-09,Indiana Pacers
1575360,2009-10,Indiana Pacers
1685280,2010-11,Indiana Pacers
2588590,2011-12,Indiana Pacers
13686750,2012-13,Indiana Pacers
14283844,2013-14,Indiana Pacers
14898938,2014-15,Indiana Pacers
15500000,2015-16,Los Angeles Lakers
5000000,2016-17,Denver Nuggets
