turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
22,1996-97,19,25,44,125,Gonzaga University,107,381,9,57,0,27
,1997-98,20,60,132,399,Gonzaga University,292,,23,127,4,33
48,1998-99,21,70,165,504,Gonzaga University,378,980,28,149,5,35
64,1999-00,22,88,194,593,Gonzaga University,414,1165,30,153,8,35
