turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
21,2009-10,18,26,49,130,Gonzaga University,98,419,18,93,5,34
42,2010-11,19,26,74,202,Gonzaga University,129,471,12,133,5,35
77,2012-13,21,55,215,571,Gonzaga University,342,845,22,235,36,32
