salary,season,team
1073280,2010-11,New Orleans Hornets
1153800,2011-12,Memphis Grizzlies
1234320,2012-13,Memphis Grizzlies
2225479,2013-14,Memphis Grizzlies
3146068,2014-15,New Orleans Pelicans
3382023,2015-16,New Orleans Pelicans
3617978,2016-17,New Orleans Pelicans
