turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
,2005-06,19,13,29,85,University of Oklahoma,56,,16,75,8,27
,2006-07,20,42,70,196,University of Oklahoma,175,,24,161,29,31
42,2007-08,21,30,74,227,University of Oklahoma,173,,29,171,25,35
62,2008-09,22,48,125,346,University of Oklahoma,233,,47,210,36,36
