salary,season,team
427163,2007-08,Boston Celtics
711517,2008-09,Boston Celtics
3000000,2009-10,Boston Celtics
3300000,2010-11,Boston Celtics
6300000,2011-12,Orlando Magic
6400000,2012-13,Orlando Magic
6400000,2013-14,Orlando Magic
6600000,2014-15,Orlando Magic
1227985,2014-15,Los Angeles Clippers
