salary,season,team
1229280,2007-08,Boston Celtics
1315080,2008-09,Boston Celtics
2094922,2009-10,Boston Celtics
9090911,2010-11,Boston Celtics
10045455,2011-12,Boston Celtics
11000000,2012-13,Boston Celtics
11954545,2013-14,Boston Celtics
12909091,2014-15,Dallas Mavericks
9500000,2015-16,Sacramento Kings
14000000,2016-17,Chicago Bulls
