off_rb,assist,effective_field_goal,turn_over,season,age,team,field_goal,points,field_goal_total,minutes_played,position,def_rb,stats_type,steal,block,game_played
1,8,.563,5,2010-11,28,TOT,15,40,32,143,SF,14,regular,9,5,12
0,1,.583,0,2010-11,28,SAS,3,9,6,31,SF,4,regular,2,0,7
1,7,.558,5,2010-11,28,WAS,12,31,26,112,SF,10,regular,7,5,5
2,4,.455,2,2011-12,29,NJN,4,13,11,75,SF,11,regular,0,1,7
