turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
,2003-04,18,22,175,467,Louisiana Tech University,298,1053,26,374,52,30
,2004-05,19,29,225,593,Louisiana Tech University,391,1061,33,360,55,29
,2005-06,20,36,258,648,Louisiana Tech University,452,1126,62,438,76,33
