turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
,2003-04,18,7,10,22,Creighton University,25,175,5,34,8,27
,2004-05,19,21,52,142,Creighton University,124,583,18,149,24,34
,2005-06,20,43,134,397,Creighton University,260,860,30,200,47,30
,2006-07,21,64,158,443,Creighton University,312,1044,24,220,57,33
