turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
70,1993-94,18,23,133,344,Mississippi State University,226,678,17,251,65,29
80,1994-95,19,28,153,393,Mississippi State University,239,853,25,291,78,30
93,1995-96,20,77,195,494,Mississippi State University,354,1112,16,317,106,34
