turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
,2005-06,19,15,49,126,University of Central Florida,124,,13,63,6,29
,2006-07,20,48,139,395,University of Central Florida,293,,28,100,10,31
78,2007-08,21,52,231,646,University of Central Florida,501,,35,147,9,31
87,2008-09,22,58,291,812,University of Central Florida,606,,39,161,24,31
