turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
,2005-06,20,124,79,274,University of Washington,193,,52,117,5,33
,2006-07,21,115,109,324,University of Washington,267,,39,130,1,32
53,2007-08,22,76,109,322,University of Washington,256,,36,76,4,33
66,2008-09,23,86,160,505,University of Washington,353,,53,96,5,35
