salary,season,team
1516800,2007-08,Indiana Pacers
2329805,2008-09,Indiana Pacers
9930500,2009-10,Indiana Pacers
10973202,2010-11,Indiana Pacers
12015904,2011-12,Indiana Pacers
13058606,2012-13,Indiana Pacers
14021788,2013-14,Philadelphia 76ers
2077000,2014-15,Phoenix Suns
2170465,2015-16,Detroit Pistons
