salary,season,team
2238360,2010-11,Indiana Pacers
2406240,2011-12,Indiana Pacers
2574120,2012-13,Indiana Pacers
3282003,2013-14,Indiana Pacers
15925680,2014-15,Indiana Pacers
17120106,2015-16,Indiana Pacers
18314532,2016-17,Indiana Pacers
