turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
133,1994-95,19,134,203,613,Georgetown University,520,966,89,99,5,30
139,1995-96,20,173,312,926,Georgetown University,650,1213,124,141,16,37
