salary,season,team
977160,2008-09,Memphis Grizzlies
1050480,2009-10,Memphis Grizzlies
1123680,2010-11,Memphis Grizzlies
2027119,2011-12,Memphis Grizzlies
3006217,2012-13,Memphis Grizzlies
3231683,2013-14,Denver Nuggets
3457149,2014-15,Denver Nuggets
2814000,2015-16,Denver Nuggets
8070175,2016-17,Denver Nuggets
