salary,season,team
3274440,2007-08,Charlotte Bobcats
4148716,2008-09,Charlotte Bobcats
5501196,2009-10,Charlotte Bobcats
7500000,2010-11,Denver Nuggets
7560000,2011-12,Portland Trail Blazers
3480453,2012-13,New York Knicks
3637073,2013-14,New York Knicks
3793693,2014-15,Dallas Mavericks
3950313,2015-16,Dallas Mavericks
1551659,2016-17,Los Angeles Clippers
