turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
,2005-06,18,28,32,92,University of Notre Dame,88,,3,85,7,27
,2006-07,19,16,46,121,University of Notre Dame,94,,8,69,12,32
7,2007-08,20,14,55,149,University of Notre Dame,129,,13,73,6,33
18,2008-09,21,22,65,176,University of Notre Dame,164,,6,99,8,36
