turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
,2003-04,18,16,162,429,University of Nevada, Reno,307,915,18,257,44,34
,2004-05,19,30,223,662,University of Nevada, Reno,444,1009,20,301,51,32
,2005-06,20,68,268,721,University of Nevada, Reno,507,1051,36,342,49,33
,2006-07,21,56,248,652,University of Nevada, Reno,437,969,24,354,48,32
