salary,season,team
1859160,2009-10,Indiana Pacers
1998600,2010-11,Indiana Pacers
2138040,2011-12,Indiana Pacers
3055259,2012-13,Indiana Pacers
3183000,2013-14,Toronto Raptors
3326235,2014-15,Toronto Raptors
1185784,2015-16,Charlotte Hornets
