turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
47,2009-10,18,9,69,188,Brigham Young University,128,474,13,104,14,35
44,2010-11,19,43,115,323,Brigham Young University,219,721,20,180,27,29
100,2011-12,20,73,196,532,Brigham Young University,380,1002,51,269,47,35
92,2012-13,21,88,229,637,Brigham Young University,439,1054,48,287,35,36
