salary,season,team
479735,2010-11,Cleveland Cavaliers
125538,2010-11,Washington Wizards
76219,2010-11,San Antonio Spurs
854389,2011-12,Cleveland Cavaliers
3500000,2012-13,Cleveland Cavaliers
3250000,2013-14,Cleveland Cavaliers
1063384,2014-15,Portland Trail Blazers
1375000,2015-16,New Orleans Pelicans
1400000,2016-17,New Orleans Pelicans
495227,2016-17,Denver Nuggets
