turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
,2005-06,18,53,115,312,Duke University,190,883,41,189,46,36
,2006-07,19,114,164,430,Duke University,327,1164,39,260,82,33
