salary,season,team
770610,2007-08,Dallas Mavericks
826269,2008-09,Dallas Mavericks
4000000,2009-10,Orlando Magic
4000000,2010-11,Orlando Magic
4250000,2011-12,Boston Celtics
6000000,2012-13,Boston Celtics
6450000,2013-14,Boston Celtics
6900000,2014-15,Boston Celtics
3000000,2015-16,Los Angeles Lakers
1551659,2016-17,Los Angeles Clippers
