turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
47,1993-94,18,53,158,429,University of Connecticut,310,735,38,155,7,34
64,1994-95,19,75,255,675,University of Connecticut,521,1051,61,218,16,32
82,1995-96,20,117,292,818,University of Connecticut,618,1098,60,228,18,35
