salary,season,team
4602720,2012-13,Charlotte Bobcats
4809840,2013-14,Charlotte Bobcats
5016960,2014-15,Charlotte Hornets
6331404,2015-16,Charlotte Hornets
13000000,2016-17,Charlotte Hornets
