turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
47,2012-13,18,79,49,142,Providence College,123,680,29,120,7,25
14,2013-14,19,20,6,15,Providence College,19,106,7,10,1,4
138,2014-15,20,247,185,515,Providence College,390,1123,90,180,10,33
116,2015-16,21,206,184,542,Providence College,411,1088,82,176,20,33
