turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
62,1994-95,18,68,121,351,Georgia Institute of Technology,250,966,39,180,7,29
88,1995-96,19,79,233,670,Georgia Institute of Technology,457,1328,63,293,5,36
97,1996-97,20,60,169,513,Georgia Institute of Technology,410,1015,32,222,10,27
,1997-98,21,82,230,691,Georgia Institute of Technology,504,,44,302,7,32
