salary,season,team
1957080,2009-10,Charlotte Bobcats
2103840,2010-11,Charlotte Bobcats
2250600,2011-12,Charlotte Bobcats
3101327,2012-13,Charlotte Bobcats
6000000,2013-14,Charlotte Bobcats
6000000,2014-15,Charlotte Hornets
6000000,2015-16,Portland Trail Blazers
9000000,2016-17,Philadelphia 76ers
