turn_over,season,age,assist,field_goal,points,college,field_goal_total,minutes_played,steal,total_rb,block,game_played
,2004-05,18,45,103,274,Colorado State University,186,635,11,152,36,26
,2005-06,19,70,178,503,Colorado State University,344,889,20,227,66,31
,2006-07,20,58,175,504,Colorado State University,302,905,16,304,47,30
